robot selector_58_q-table;world_nr;tick_nr
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, 0, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, 0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [0, 0, 0]};1;1899
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, 0, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, 0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [0, 0, 0]};1;1999
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, 0, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, 0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [0, 0, 0]};1;2099
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, 0, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, 0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [0, 0, 0]};1;2199
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, 0, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, 0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [0, 0, 0]};1;2299
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, 0, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, 0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [0, 0, 0]};1;2399
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, 0, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, 0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [0, 0, 0]};1;2499
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, 0, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, 0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, 0, 0], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [0, 0, 0]};1;2599
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, 0, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, 0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, 0, 0], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [0, 0, 0]};1;2699
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, 0, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, 0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, 0, 0], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [0, 0, 0]};1;2799
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, 0, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, 0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, 0, 0], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [0, 0, 0]};1;2899
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, 0, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, 0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, 0, 0], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, 0, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};1;2999
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, 0, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, 0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, 0, 0], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, 0, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};1;3099
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, 0, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, 0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, 0, 0], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, 0, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};1;3199
