human_selector;human;machine;victim;gravitygod;rewardgod;ontologygod;robot;world_nr;tick_nr
0;1;1;0;0;1;1;0;1;111
1;1;1;0;0;1;1;0;1;112
1;1;1;0;0;1;1;1;1;113
1;1;1;0;0;1;1;0;1;114
1;1;1;0;0;1;1;0;1;115
1;1;1;0;0;1;1;0;1;116
0;1;1;0;0;1;1;0;1;117
1;1;1;0;0;1;1;0;1;118
1;1;1;0;0;1;1;0;1;119
0;1;1;0;0;1;1;0;1;120
1;1;1;0;0;1;1;0;1;121
1;1;1;0;0;1;1;0;1;122
1;1;1;0;0;1;1;0;1;123
1;1;1;0;0;1;1;0;1;124
1;1;1;0;0;1;1;0;1;125
1;1;1;0;0;1;1;0;1;126
0;1;1;0;0;1;1;0;1;127
1;1;1;0;0;1;1;0;1;128
1;1;1;0;0;1;1;0;1;129
0;1;1;0;0;1;1;0;1;130
1;1;1;0;0;1;1;0;1;131
1;1;1;0;0;1;1;0;1;132
0;1;1;0;0;1;1;0;1;133
1;1;1;0;0;1;1;0;1;134
1;1;1;0;0;1;1;0;1;135
1;1;1;0;0;1;1;0;1;136
0;1;1;0;0;1;1;0;1;137
1;1;1;0;0;1;1;0;1;138
1;1;1;0;0;1;1;0;1;139
0;1;1;0;0;1;1;0;1;140
1;1;1;0;0;1;1;0;1;141
1;1;1;0;0;1;1;0;1;142
0;1;1;0;0;1;1;0;1;143
0;1;1;0;0;1;1;0;1;144
0;1;1;0;0;1;1;0;1;145
