human selector_111;human_112;machine_113;victim_114;gravitygod_115;rewardgod_116;robot selector_117;world_nr;tick_nr
1;1;1;0;0;1;0;2;122
1;1;1;0;0;1;0;2;123
1;1;1;0;0;1;0;2;124
1;1;1;0;0;1;0;2;125
1;1;1;0;0;1;0;2;126
1;1;1;0;0;1;0;2;127
1;1;1;0;0;1;0;2;128
1;1;1;0;0;1;0;2;129
1;1;1;0;0;1;0;2;130
1;1;1;0;0;1;0;2;131
1;1;1;0;0;1;0;2;132
1;1;1;0;0;1;0;2;133
1;1;1;0;0;1;0;2;134
1;1;1;0;0;1;0;2;135
1;1;1;0;0;1;0;2;136
1;1;1;0;0;1;0;2;137
1;1;1;0;0;1;0;2;138
1;1;1;0;0;1;0;2;139
1;1;1;0;0;1;0;2;140
1;1;1;0;0;1;1;2;141
1;1;1;0;0;1;1;2;142
1;1;1;0;0;1;0;2;143
1;1;1;0;0;1;0;2;144
1;1;1;0;0;1;0;2;145
1;1;1;0;0;1;0;2;146
1;1;1;0;0;1;0;2;147
1;1;1;0;0;1;0;2;148
1;1;1;0;0;1;0;2;149
1;1;1;0;0;1;0;2;150
1;1;1;0;0;1;0;2;151
1;1;1;0;0;1;0;2;152
1;1;1;0;0;1;0;2;153
1;1;1;0;0;1;0;2;154
1;1;1;0;0;1;0;2;155
1;1;1;0;0;1;0;2;156
1;1;1;0;0;1;0;2;157
1;1;1;0;0;1;0;2;158
1;1;1;0;0;1;0;2;159
1;1;1;0;0;1;0;2;160
1;1;1;0;0;1;0;2;161
1;1;1;0;0;1;0;2;162
1;1;1;0;0;1;0;2;163
1;1;1;0;0;1;0;2;164
1;1;1;0;0;1;1;2;165
1;1;1;0;0;1;1;2;166
1;1;1;0;0;1;0;2;167
1;1;1;0;0;1;0;2;168
1;1;1;0;0;1;0;2;169
1;1;1;0;0;1;0;2;170
1;1;1;0;0;1;0;2;171
1;1;1;0;0;1;0;2;172
1;1;1;0;0;1;0;2;173
1;1;1;0;0;1;0;2;174
1;1;1;0;0;1;0;2;175
1;1;1;0;0;1;0;2;176
1;1;1;0;0;1;0;2;177
1;1;1;0;0;1;0;2;178
1;1;1;0;0;1;0;2;179
1;1;1;0;0;1;0;2;180
1;1;1;0;0;1;0;2;181
1;1;1;0;0;1;0;2;182
1;1;1;0;0;1;0;2;183
1;1;1;0;0;1;0;2;184
1;1;1;0;0;1;0;2;185
1;1;1;0;0;1;0;2;186
1;1;1;0;0;1;0;2;187
1;1;1;0;0;1;0;2;188
1;1;1;0;0;1;0;2;189
1;1;1;0;0;1;0;2;190
1;1;1;0;0;1;0;2;191
1;1;1;0;0;1;0;2;192
1;1;1;0;0;1;0;2;193
1;1;1;0;0;1;0;2;194
1;1;1;0;0;1;0;2;195
1;1;1;0;0;1;0;2;196
1;1;1;0;0;1;0;2;197
1;1;1;0;0;1;0;2;198
1;1;1;0;0;1;0;2;199
1;1;1;0;0;1;0;2;200
1;1;1;0;0;1;0;2;201
1;1;1;0;0;1;0;2;202
1;1;1;0;0;1;0;2;203
1;1;1;0;0;1;0;2;204
1;1;1;0;0;1;0;2;205
1;1;1;0;0;1;0;2;206
1;1;1;0;0;1;0;2;207
1;1;1;0;0;1;0;2;208
1;1;1;0;0;1;0;2;209
1;1;1;0;0;1;0;2;210
1;1;1;0;0;1;0;2;211
1;1;1;0;0;1;0;2;212
1;1;1;0;0;1;0;2;213
1;1;1;0;0;1;0;2;214
1;1;1;0;0;1;0;2;215
1;1;1;0;0;1;0;2;216
1;1;1;0;0;1;0;2;217
1;1;1;0;0;1;0;2;218
1;1;1;0;0;1;0;2;219
1;1;1;0;0;1;0;2;220
1;1;1;0;0;1;0;2;221
1;1;1;0;0;1;1;2;222
1;1;1;0;0;1;1;2;223
1;1;1;0;0;1;0;2;224
1;1;1;0;0;1;0;2;225
1;1;1;0;0;1;0;2;226
1;1;1;0;0;1;0;2;227
1;1;1;0;0;1;0;2;228
1;1;1;0;0;1;0;2;229
1;1;1;0;0;1;0;2;230
1;1;1;0;0;1;0;2;231
1;1;1;0;0;1;0;2;232
1;1;1;0;0;1;0;2;233
1;1;1;0;0;1;0;2;234
1;1;1;0;0;1;0;2;235
1;1;1;0;0;1;0;2;236
1;1;1;0;0;1;0;2;237
1;1;1;0;0;1;0;2;238
1;1;1;0;0;1;0;2;239
1;1;1;0;0;1;0;2;240
1;1;1;0;0;1;0;2;241
1;1;1;0;0;1;0;2;242
1;1;1;0;0;1;0;2;243
1;1;1;0;0;1;0;2;244
1;1;1;0;0;1;0;2;245
1;1;1;0;0;1;0;2;246
1;1;1;0;0;1;0;2;247
1;1;1;0;0;1;0;2;248
1;1;1;0;0;1;0;2;249
1;1;1;0;0;1;0;2;250
1;1;1;0;0;1;0;2;251
1;1;1;0;0;1;0;2;252
1;1;1;0;0;1;0;2;253
1;1;1;0;0;1;0;2;254
1;1;1;0;0;1;0;2;255
1;1;1;0;0;1;0;2;256
1;1;1;0;0;1;1;2;257
1;1;1;0;0;1;1;2;258
1;1;1;0;0;1;0;2;259
1;1;1;0;0;1;0;2;260
1;1;1;0;0;1;0;2;261
1;1;1;0;0;1;0;2;262
1;1;1;0;0;1;0;2;263
1;1;1;0;0;1;0;2;264
1;1;1;0;0;1;0;2;265
1;1;1;0;0;1;0;2;266
1;1;1;0;0;1;0;2;267
1;1;1;0;0;1;0;2;268
1;1;1;0;0;1;0;2;269
1;1;1;0;0;1;0;2;270
1;1;1;0;0;1;0;2;271
1;1;1;0;0;1;0;2;272
1;1;1;0;0;1;0;2;273
1;1;1;0;0;1;0;2;274
1;1;1;0;0;1;0;2;275
1;1;1;0;0;1;0;2;276
1;1;1;0;0;1;0;2;277
1;1;1;0;0;1;0;2;278
1;1;1;0;0;1;0;2;279
1;1;1;0;0;1;0;2;280
1;1;1;0;0;1;1;2;281
1;1;1;0;0;1;1;2;282
0;1;1;0;0;1;0;2;283
0;1;1;0;0;1;0;2;284
1;1;1;0;0;1;0;2;285
1;1;1;0;0;1;0;2;286
0;1;1;0;0;1;0;2;287
0;1;1;0;0;1;0;2;288
1;1;1;0;0;1;0;2;289
1;1;1;0;0;1;0;2;290
1;1;1;0;0;1;0;2;291
1;1;1;0;0;1;0;2;292
0;1;1;0;0;1;0;2;293
0;1;1;0;0;1;0;2;294
0;1;1;0;0;1;0;2;295
0;1;1;0;0;1;0;2;296
1;1;1;0;0;1;0;2;297
1;1;1;0;0;1;0;2;298
1;1;1;0;0;1;0;2;299
1;1;1;0;0;1;0;2;300
0;1;1;0;0;1;0;2;301
0;1;1;0;0;1;0;2;302
1;1;1;0;0;1;0;2;303
1;1;1;0;0;1;0;2;304
0;1;1;0;0;1;1;2;305
0;1;1;0;0;1;1;2;306
0;1;1;0;0;1;0;2;307
0;1;1;0;0;1;0;2;308
1;1;1;0;0;1;0;2;309
1;1;1;0;0;1;0;2;310
1;1;1;0;0;1;0;2;311
1;1;1;0;0;1;0;2;312
0;1;1;0;0;1;0;2;313
0;1;1;0;0;1;0;2;314
1;1;1;0;0;1;0;2;315
1;1;1;0;0;1;0;2;316
1;1;1;0;0;1;0;2;317
1;1;1;0;0;1;0;2;318
1;1;1;0;0;1;0;2;319
1;1;1;0;0;1;0;2;320
1;1;1;0;0;1;0;2;321
1;1;1;0;0;1;0;2;322
1;1;1;0;0;1;0;2;323
1;1;1;0;0;1;0;2;324
1;1;1;0;0;1;0;2;325
1;1;1;0;0;1;0;2;326
1;1;1;0;0;1;0;2;327
1;1;1;0;0;1;0;2;328
1;1;1;0;0;1;1;2;329
1;1;1;0;0;1;1;2;330
1;1;1;0;0;1;0;2;331
1;1;1;0;0;1;0;2;332
1;1;1;0;0;1;0;2;333
1;1;1;0;0;1;0;2;334
1;1;1;0;0;1;0;2;335
1;1;1;0;0;1;0;2;336
1;1;1;0;0;1;0;2;337
1;1;1;0;0;1;0;2;338
1;1;1;0;0;1;0;2;339
1;1;1;0;0;1;0;2;340
1;1;1;0;0;1;0;2;341
1;1;1;0;0;1;0;2;342
1;1;1;0;0;1;0;2;343
1;1;1;0;0;1;0;2;344
1;1;1;0;0;1;0;2;345
1;1;1;0;0;1;0;2;346
1;1;1;0;0;1;0;2;347
1;1;1;0;0;1;0;2;348
1;1;1;0;0;1;0;2;349
1;1;1;0;0;1;0;2;350
1;1;1;0;0;1;0;2;351
1;1;1;0;0;1;0;2;352
1;1;1;0;0;1;1;2;353
1;1;1;0;0;1;1;2;354
1;1;1;0;0;1;0;2;355
1;1;1;0;0;1;0;2;356
1;1;1;0;0;1;0;2;357
1;1;1;0;0;1;0;2;358
1;1;1;0;0;1;0;2;359
1;1;1;0;0;1;0;2;360
1;1;1;0;0;1;0;2;361
1;1;1;0;0;1;0;2;362
1;1;1;0;0;1;0;2;363
1;1;1;0;0;1;0;2;364
1;1;1;0;0;1;0;2;365
1;1;1;0;0;1;0;2;366
1;1;1;0;0;1;0;2;367
1;1;1;0;0;1;0;2;368
1;1;1;0;0;1;0;2;369
1;1;1;0;0;1;0;2;370
1;1;1;0;0;1;0;2;371
1;1;1;0;0;1;0;2;372
1;1;1;0;0;1;0;2;373
1;1;1;0;0;1;0;2;374
1;1;1;0;0;1;0;2;375
1;1;1;0;0;1;0;2;376
1;1;1;0;0;1;1;2;377
1;1;1;0;0;1;1;2;378
1;1;1;0;0;1;0;2;379
1;1;1;0;0;1;0;2;380
1;1;1;0;0;1;0;2;381
1;1;1;0;0;1;0;2;382
1;1;1;0;0;1;0;2;383
1;1;1;0;0;1;0;2;384
1;1;1;0;0;1;0;2;385
1;1;1;0;0;1;0;2;386
1;1;1;0;0;1;0;2;387
1;1;1;0;0;1;0;2;388
1;1;1;0;0;1;0;2;389
1;1;1;0;0;1;0;2;390
1;1;1;0;0;1;0;2;391
1;1;1;0;0;1;0;2;392
1;1;1;0;0;1;0;2;393
1;1;1;0;0;1;0;2;394
1;1;1;0;0;1;0;2;395
1;1;1;0;0;1;0;2;396
1;1;1;0;0;1;0;2;397
1;1;1;0;0;1;0;2;398
1;1;1;0;0;1;0;2;399
1;1;1;0;0;1;0;2;400
1;1;1;0;0;1;1;2;401
1;1;1;0;0;1;1;2;402
1;1;1;0;0;1;0;2;403
1;1;1;0;0;1;0;2;404
1;1;1;0;0;1;0;2;405
1;1;1;0;0;1;0;2;406
1;1;1;0;0;1;0;2;407
1;1;1;0;0;1;0;2;408
1;1;1;0;0;1;0;2;409
1;1;1;0;0;1;0;2;410
1;1;1;0;0;1;0;2;411
1;1;1;0;0;1;0;2;412
1;1;1;0;0;1;0;2;413
1;1;1;0;0;1;0;2;414
1;1;1;0;0;1;0;2;415
1;1;1;0;0;1;0;2;416
1;1;1;0;0;1;0;2;417
1;1;1;0;0;1;0;2;418
1;1;1;0;0;1;0;2;419
1;1;1;0;0;1;0;2;420
1;1;1;0;0;1;0;2;421
1;1;1;0;0;1;0;2;422
1;1;1;0;0;1;0;2;423
1;1;1;0;0;1;0;2;424
1;1;1;0;0;1;1;2;425
1;1;1;0;0;1;1;2;426
1;1;1;0;0;1;0;2;427
1;1;1;0;0;1;0;2;428
1;1;1;0;0;1;0;2;429
1;1;1;0;0;1;0;2;430
1;1;1;0;0;1;0;2;431
1;1;1;0;0;1;0;2;432
1;1;1;0;0;1;0;2;433
1;1;1;0;0;1;0;2;434
1;1;1;0;0;1;0;2;435
1;1;1;0;0;1;0;2;436
1;1;1;0;0;1;0;2;437
1;1;1;0;0;1;0;2;438
1;1;1;0;0;1;0;2;439
1;1;1;0;0;1;0;2;440
1;1;1;0;0;1;0;2;441
1;1;1;0;0;1;0;2;442
1;1;1;0;0;1;0;2;443
1;1;1;0;0;1;0;2;444
1;1;1;0;0;1;0;2;445
1;1;1;0;0;1;0;2;446
1;1;1;0;0;1;0;2;447
1;1;1;0;0;1;0;2;448
1;1;1;0;0;1;0;2;449
1;1;1;0;0;1;0;2;450
1;1;1;0;0;1;0;2;451
1;1;1;0;0;1;0;2;452
1;1;1;0;0;1;0;2;453
1;1;1;0;0;1;0;2;454
1;1;1;0;0;1;0;2;455
1;1;1;0;0;1;0;2;456
1;1;1;0;0;1;0;2;457
1;1;1;0;0;1;0;2;458
1;1;1;0;0;1;0;2;459
1;1;1;0;0;1;0;2;460
1;1;1;0;0;1;0;2;461
1;1;1;0;0;1;0;2;462
1;1;1;0;0;1;0;2;463
1;1;1;0;0;1;0;2;464
1;1;1;0;0;1;0;2;465
1;1;1;0;0;1;0;2;466
1;1;1;0;0;1;0;2;467
1;1;1;0;0;1;0;2;468
1;1;1;0;0;1;0;2;469
1;1;1;0;0;1;0;2;470
1;1;1;0;0;1;0;2;471
1;1;1;0;0;1;0;2;472
1;1;1;0;0;1;0;2;473
1;1;1;0;0;1;0;2;474
1;1;1;0;0;1;0;2;475
1;1;1;0;0;1;0;2;476
1;1;1;0;0;1;0;2;477
1;1;1;0;0;1;0;2;478
1;1;1;0;0;1;0;2;479
1;1;1;0;0;1;0;2;480
1;1;1;0;0;1;0;2;481
1;1;1;0;0;1;0;2;482
1;1;1;0;0;1;0;2;483
1;1;1;0;0;1;0;2;484
1;1;1;0;0;1;0;2;485
1;1;1;0;0;1;0;2;486
1;1;1;0;0;1;0;2;487
1;1;1;0;0;1;0;2;488
1;1;1;0;0;1;0;2;489
1;1;1;0;0;1;0;2;490
1;1;1;0;0;1;0;2;491
1;1;1;0;0;1;0;2;492
1;1;1;0;0;1;0;2;493
1;1;1;0;0;1;0;2;494
1;1;1;0;0;1;0;2;495
1;1;1;0;0;1;0;2;496
1;1;1;0;0;1;0;2;497
1;1;1;0;0;1;0;2;498
1;1;1;0;0;1;0;2;499
1;1;1;0;0;1;0;2;500
1;1;1;0;0;1;0;2;501
1;1;1;0;0;1;0;2;502
1;1;1;0;0;1;0;2;503
1;1;1;0;0;1;0;2;504
1;1;1;0;0;1;0;2;505
1;1;1;0;0;1;0;2;506
1;1;1;0;0;1;0;2;507
1;1;1;0;0;1;0;2;508
1;1;1;0;0;1;0;2;509
1;1;1;0;0;1;0;2;510
1;1;1;0;0;1;0;2;511
1;1;1;0;0;1;0;2;512
1;1;1;0;0;1;0;2;513
1;1;1;0;0;1;0;2;514
1;1;1;0;0;1;0;2;515
1;1;1;0;0;1;0;2;516
1;1;1;0;0;1;0;2;517
1;1;1;0;0;1;0;2;518
1;1;1;0;0;1;0;2;519
1;1;1;0;0;1;0;2;520
1;1;1;0;0;1;0;2;521
1;1;1;0;0;1;0;2;522
1;1;1;0;0;1;0;2;523
1;1;1;0;0;1;0;2;524
1;1;1;0;0;1;0;2;525
1;1;1;0;0;1;1;2;526
1;1;1;0;0;1;1;2;527
1;1;1;0;0;1;0;2;528
1;1;1;0;0;1;0;2;529
1;1;1;0;0;1;0;2;530
0;1;1;0;0;1;0;2;531
0;1;1;0;0;1;0;2;532
0;1;1;0;0;1;0;2;533
0;1;1;0;0;1;0;2;534
0;1;1;0;0;1;0;2;535
0;1;1;0;0;1;0;2;536
1;1;1;0;0;1;0;2;537
1;1;1;0;0;1;0;2;538
0;1;1;0;0;1;0;2;539
0;1;1;0;0;1;0;2;540
0;1;1;0;0;1;0;2;541
0;1;1;0;0;1;0;2;542
1;1;1;0;0;1;0;2;543
1;1;1;0;0;1;0;2;544
0;1;1;0;0;1;0;2;545
0;1;1;0;0;1;0;2;546
1;1;1;0;0;1;0;2;547
1;1;1;0;0;1;0;2;548
0;1;1;0;0;1;0;2;549
0;1;1;0;0;1;0;2;550
1;1;1;0;0;1;0;2;551
1;1;1;0;0;1;0;2;552
1;1;1;0;0;1;0;2;553
1;1;1;0;0;1;0;2;554
1;1;1;0;0;1;0;2;555
1;1;1;0;0;1;0;2;556
1;1;1;0;0;1;0;2;557
1;1;1;0;0;1;0;2;558
0;1;1;0;0;1;0;2;559
0;1;1;0;0;1;0;2;560
1;1;1;0;0;1;0;2;561
1;1;1;0;0;1;0;2;562
1;1;1;0;0;1;0;2;563
1;1;1;0;0;1;0;2;564
1;1;1;0;0;1;0;2;565
1;1;1;0;0;1;0;2;566
1;1;1;0;0;1;0;2;567
1;1;1;0;0;1;0;2;568
1;1;1;0;0;1;0;2;569
1;1;1;0;0;1;0;2;570
1;1;1;0;0;1;0;2;571
1;1;1;0;0;1;0;2;572
1;1;1;0;0;1;0;2;573
1;1;1;0;0;1;0;2;574
1;1;1;0;0;1;0;2;575
1;1;1;0;0;1;0;2;576
1;1;1;0;0;1;0;2;577
1;1;1;0;0;1;0;2;578
1;1;1;0;0;1;0;2;579
1;1;1;0;0;1;0;2;580
1;1;1;0;0;1;0;2;581
1;1;1;0;0;1;0;2;582
1;1;1;0;0;1;0;2;583
1;1;1;0;0;1;0;2;584
1;1;1;0;0;1;0;2;585
1;1;1;0;0;1;0;2;586
1;1;1;0;0;1;0;2;587
1;1;1;0;0;1;0;2;588
1;1;1;0;0;1;0;2;589
1;1;1;0;0;1;0;2;590
1;1;1;0;0;1;0;2;591
1;1;1;0;0;1;0;2;592
1;1;1;0;0;1;0;2;593
1;1;1;0;0;1;0;2;594
1;1;1;0;0;1;0;2;595
1;1;1;0;0;1;0;2;596
1;1;1;0;0;1;0;2;597
1;1;1;0;0;1;0;2;598
1;1;1;0;0;1;0;2;599
1;1;1;0;0;1;0;2;600
1;1;1;0;0;1;0;2;601
1;1;1;0;0;1;0;2;602
1;1;1;0;0;1;0;2;603
1;1;1;0;0;1;0;2;604
1;1;1;0;0;1;0;2;605
1;1;1;0;0;1;0;2;606
1;1;1;0;0;1;0;2;607
1;1;1;0;0;1;0;2;608
1;1;1;0;0;1;0;2;609
1;1;1;0;0;1;0;2;610
1;1;1;0;0;1;0;2;611
1;1;1;0;0;1;0;2;612
1;1;1;0;0;1;0;2;613
1;1;1;0;0;1;0;2;614
1;1;1;0;0;1;0;2;615
1;1;1;0;0;1;0;2;616
1;1;1;0;0;1;0;2;617
1;1;1;0;0;1;0;2;618
1;1;1;0;0;1;0;2;619
1;1;1;0;0;1;0;2;620
1;1;1;0;0;1;0;2;621
1;1;1;0;0;1;0;2;622
1;1;1;0;0;1;0;2;623
1;1;1;0;0;1;0;2;624
0;1;1;0;0;1;0;2;625
0;1;1;0;0;1;0;2;626
1;1;1;0;0;1;0;2;627
1;1;1;0;0;1;0;2;628
1;1;1;0;0;1;0;2;629
1;1;1;0;0;1;0;2;630
1;1;1;0;0;1;0;2;631
1;1;1;0;0;1;0;2;632
1;1;1;0;0;1;0;2;633
1;1;1;0;0;1;0;2;634
1;1;1;0;0;1;0;2;635
1;1;1;0;0;1;0;2;636
0;1;1;0;0;1;0;2;637
0;1;1;0;0;1;1;2;638
1;1;1;0;0;1;1;2;639
1;1;1;0;0;1;0;2;640
1;1;1;0;0;1;0;2;641
1;1;1;0;0;1;0;2;642
1;1;1;0;0;1;0;2;643
1;1;1;0;0;1;0;2;644
0;1;1;0;0;1;0;2;645
0;1;1;0;0;1;0;2;646
1;1;1;0;0;1;0;2;647
1;1;1;0;0;1;0;2;648
1;1;1;0;0;1;0;2;649
1;1;1;0;0;1;0;2;650
1;1;1;0;0;1;0;2;651
1;1;1;0;0;1;0;2;652
0;1;1;0;0;1;0;2;653
0;1;1;0;0;1;0;2;654
1;1;1;0;0;1;0;2;655
1;1;1;0;0;1;0;2;656
0;1;1;0;0;1;0;2;657
0;1;1;0;0;1;0;2;658
1;1;1;0;0;1;0;2;659
1;1;1;0;0;1;0;2;660
1;1;1;0;0;1;0;2;661
1;1;1;0;0;1;1;2;662
1;1;1;0;0;1;1;2;663
1;1;1;0;0;1;0;2;664
1;1;1;0;0;1;0;2;665
1;1;1;0;0;1;0;2;666
1;1;1;0;0;1;0;2;667
1;1;1;0;0;1;0;2;668
1;1;1;0;0;1;0;2;669
1;1;1;0;0;1;0;2;670
1;1;1;0;0;1;0;2;671
1;1;1;0;0;1;0;2;672
1;1;1;0;0;1;0;2;673
1;1;1;0;0;1;0;2;674
1;1;1;0;0;1;0;2;675
1;1;1;0;0;1;0;2;676
1;1;1;0;0;1;0;2;677
1;1;1;0;0;1;0;2;678
1;1;1;0;0;1;0;2;679
1;1;1;0;0;1;0;2;680
1;1;1;0;0;1;0;2;681
1;1;1;0;0;1;0;2;682
1;1;1;0;0;1;0;2;683
1;1;1;0;0;1;0;2;684
1;1;1;0;0;1;0;2;685
1;1;1;0;0;1;1;2;686
1;1;1;0;0;1;1;2;687
1;1;1;0;0;1;0;2;688
1;1;1;0;0;1;0;2;689
1;1;1;0;0;1;0;2;690
1;1;1;0;0;1;0;2;691
1;1;1;0;0;1;0;2;692
1;1;1;0;0;1;0;2;693
1;1;1;0;0;1;0;2;694
1;1;1;0;0;1;0;2;695
1;1;1;0;0;1;0;2;696
1;1;1;0;0;1;0;2;697
1;1;1;0;0;1;0;2;698
1;1;1;0;0;1;0;2;699
1;1;1;0;0;1;0;2;700
1;1;1;0;0;1;0;2;701
1;1;1;0;0;1;0;2;702
1;1;1;0;0;1;0;2;703
1;1;1;0;0;1;0;2;704
1;1;1;0;0;1;0;2;705
1;1;1;0;0;1;0;2;706
1;1;1;0;0;1;0;2;707
1;1;1;0;0;1;0;2;708
1;1;1;0;0;1;0;2;709
1;1;1;0;0;1;1;2;710
1;1;1;0;0;1;1;2;711
1;1;1;0;0;1;0;2;712
1;1;1;0;0;1;0;2;713
1;1;1;0;0;1;0;2;714
1;1;1;0;0;1;0;2;715
1;1;1;0;0;1;0;2;716
1;1;1;0;0;1;0;2;717
1;1;1;0;0;1;0;2;718
1;1;1;0;0;1;0;2;719
1;1;1;0;0;1;0;2;720
1;1;1;0;0;1;0;2;721
1;1;1;0;0;1;0;2;722
1;1;1;0;0;1;0;2;723
1;1;1;0;0;1;0;2;724
1;1;1;0;0;1;0;2;725
1;1;1;0;0;1;0;2;726
1;1;1;0;0;1;0;2;727
1;1;1;0;0;1;0;2;728
1;1;1;0;0;1;0;2;729
1;1;1;0;0;1;0;2;730
1;1;1;0;0;1;0;2;731
1;1;1;0;0;1;0;2;732
1;1;1;0;0;1;0;2;733
1;1;1;0;0;1;1;2;734
1;1;1;0;0;1;1;2;735
1;1;1;0;0;1;0;2;736
1;1;1;0;0;1;0;2;737
1;1;1;0;0;1;0;2;738
1;1;1;0;0;1;0;2;739
1;1;1;0;0;1;0;2;740
1;1;1;0;0;1;0;2;741
1;1;1;0;0;1;0;2;742
1;1;1;0;0;1;0;2;743
1;1;1;0;0;1;0;2;744
1;1;1;0;0;1;0;2;745
1;1;1;0;0;1;0;2;746
1;1;1;0;0;1;0;2;747
1;1;1;0;0;1;0;2;748
1;1;1;0;0;1;0;2;749
1;1;1;0;0;1;0;2;750
1;1;1;0;0;1;0;2;751
1;1;1;0;0;1;0;2;752
1;1;1;0;0;1;0;2;753
1;1;1;0;0;1;0;2;754
1;1;1;0;0;1;0;2;755
1;1;1;0;0;1;0;2;756
1;1;1;0;0;1;0;2;757
1;1;1;0;0;1;0;2;758
1;1;1;0;0;1;0;2;759
1;1;1;0;0;1;0;2;760
1;1;1;0;0;1;0;2;761
1;1;1;0;0;1;0;2;762
1;1;1;0;0;1;0;2;763
1;1;1;0;0;1;0;2;764
1;1;1;0;0;1;0;2;765
1;1;1;0;0;1;0;2;766
1;1;1;0;0;1;0;2;767
1;1;1;0;0;1;0;2;768
1;1;1;0;0;1;0;2;769
1;1;1;0;0;1;0;2;770
