human_selector;human;machine;victim;gravitygod;rewardgod;ontologygod;robot;world_nr;tick_nr
1;1;1;0;0;1;1;0;1;111
1;1;1;0;0;1;1;0;1;112
1;1;1;0;0;1;1;1;1;113
0;1;1;0;0;1;1;0;1;114
0;1;1;0;0;1;1;0;1;115
0;1;1;0;0;1;1;0;1;116
0;1;1;0;0;1;1;0;1;117
1;1;1;0;0;1;1;0;1;118
1;1;1;0;0;1;1;0;1;119
1;1;1;0;0;1;1;0;1;120
1;1;1;0;0;1;1;0;1;121
1;1;1;0;0;1;1;0;1;122
1;1;1;0;0;1;1;0;1;123
1;1;1;0;0;1;1;0;1;124
0;1;1;0;0;1;1;0;1;125
1;1;1;0;0;1;1;0;1;126
1;1;1;0;0;1;1;0;1;127
1;1;1;0;0;1;1;0;1;128
1;1;1;0;0;1;1;0;1;129
1;1;1;0;0;1;1;0;1;130
1;1;1;0;0;1;1;0;1;131
0;1;1;0;0;1;1;0;1;132
1;1;1;0;0;1;1;0;1;133
1;1;1;0;0;1;1;0;1;134
1;1;1;0;0;1;1;0;1;135
1;1;1;0;0;1;1;0;1;136
1;1;1;0;0;1;1;0;1;137
0;1;1;0;0;1;1;0;1;138
1;1;1;0;0;1;1;0;1;139
1;1;1;0;0;1;1;0;1;140
1;1;1;0;0;1;1;0;1;141
1;1;1;0;0;1;1;0;1;142
1;1;1;0;0;1;1;0;1;143
1;1;1;0;0;1;1;0;1;144
1;1;1;0;0;1;1;0;1;145
1;1;1;0;0;1;1;0;1;146
0;1;1;0;0;1;1;0;1;147
1;1;1;0;0;1;1;0;1;148
1;1;1;0;0;1;1;0;1;149
1;1;1;0;0;1;1;0;1;150
1;1;1;0;0;1;1;0;1;151
1;1;1;0;0;1;1;0;1;152
0;1;1;0;0;1;1;0;1;153
1;1;1;0;0;1;1;0;1;154
1;1;1;0;0;1;1;0;1;155
1;1;1;0;0;1;1;0;1;156
1;1;1;0;0;1;1;0;1;157
0;1;1;0;0;1;1;0;1;158
1;1;1;0;0;1;1;0;1;159
1;1;1;0;0;1;1;0;1;160
1;1;1;0;0;1;1;0;1;161
0;1;1;0;0;1;1;0;1;162
1;1;1;0;0;1;1;0;1;163
1;1;1;0;0;1;1;0;1;164
1;1;1;0;0;1;1;0;1;165
0;1;1;0;0;1;1;0;1;166
1;1;1;0;0;1;1;0;1;167
1;1;1;0;0;1;1;0;1;168
1;1;1;0;0;1;1;1;1;169
1;1;1;0;0;1;1;1;1;170
