robot selector_58_q-table;world_nr;tick_nr
{frozenset({('Phase 2', False), ('Phase 3', False), ('Phase 4', False), ('Goal Phase', False)}): [-97.5, -71.0, 0], frozenset({('Phase 3', False), ('Phase 2', True), ('Phase 4', False), ('Goal Phase', False)}): [-167.0, -78.0, 0], frozenset({('Phase 3', True), ('Phase 2', True), ('Phase 4', False), ('Goal Phase', False)}): [-435.5, 0, 0], frozenset({('Phase 3', True), ('Phase 4', True), ('Phase 2', True), ('Goal Phase', False)}): [-234.5, 0, 0], frozenset({('Phase 3', True), ('Phase 4', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};1;1099
{frozenset({('Phase 2', False), ('Phase 3', False), ('Phase 4', False), ('Goal Phase', False)}): [-97.5, -71.0, 0], frozenset({('Phase 3', False), ('Phase 2', True), ('Phase 4', False), ('Goal Phase', False)}): [-167.0, -78.0, 0], frozenset({('Phase 3', True), ('Phase 2', True), ('Phase 4', False), ('Goal Phase', False)}): [-435.5, 0, 0], frozenset({('Phase 3', True), ('Phase 4', True), ('Phase 2', True), ('Goal Phase', False)}): [-234.5, 0, 0], frozenset({('Phase 3', True), ('Phase 4', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};1;1199
{frozenset({('Phase 2', False), ('Phase 3', False), ('Phase 4', False), ('Goal Phase', False)}): [-97.5, -71.0, 0], frozenset({('Phase 3', False), ('Phase 2', True), ('Phase 4', False), ('Goal Phase', False)}): [-167.0, -78.0, 0], frozenset({('Phase 3', True), ('Phase 2', True), ('Phase 4', False), ('Goal Phase', False)}): [-435.5, 0, 0], frozenset({('Phase 3', True), ('Phase 4', True), ('Phase 2', True), ('Goal Phase', False)}): [-234.5, 0, 0], frozenset({('Phase 3', True), ('Phase 4', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};1;1299
{frozenset({('Phase 2', False), ('Phase 3', False), ('Phase 4', False), ('Goal Phase', False)}): [-97.5, -71.0, 0], frozenset({('Phase 3', False), ('Phase 2', True), ('Phase 4', False), ('Goal Phase', False)}): [-167.0, -78.0, 0], frozenset({('Phase 3', True), ('Phase 2', True), ('Phase 4', False), ('Goal Phase', False)}): [-435.5, 0, 0], frozenset({('Phase 3', True), ('Phase 4', True), ('Phase 2', True), ('Goal Phase', False)}): [-234.5, 0, 0], frozenset({('Phase 3', True), ('Phase 4', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};1;1399
{frozenset({('Phase 2', False), ('Phase 3', False), ('Phase 4', False), ('Goal Phase', False)}): [-97.5, -71.0, 0], frozenset({('Phase 3', False), ('Phase 2', True), ('Phase 4', False), ('Goal Phase', False)}): [-167.0, -78.0, 0], frozenset({('Phase 3', True), ('Phase 2', True), ('Phase 4', False), ('Goal Phase', False)}): [-435.5, 0, 0], frozenset({('Phase 3', True), ('Phase 4', True), ('Phase 2', True), ('Goal Phase', False)}): [-234.5, 0, 0], frozenset({('Phase 3', True), ('Phase 4', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};1;1499
{frozenset({('Phase 2', False), ('Phase 3', False), ('Phase 4', False), ('Goal Phase', False)}): [-97.5, -71.0, 0], frozenset({('Phase 3', False), ('Phase 2', True), ('Phase 4', False), ('Goal Phase', False)}): [-167.0, -78.0, 0], frozenset({('Phase 3', True), ('Phase 2', True), ('Phase 4', False), ('Goal Phase', False)}): [-435.5, 0, 0], frozenset({('Phase 3', True), ('Phase 4', True), ('Phase 2', True), ('Goal Phase', False)}): [-234.5, 0, 0], frozenset({('Phase 3', True), ('Phase 4', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};1;1599
{frozenset({('Phase 2', False), ('Phase 3', False), ('Phase 4', False), ('Goal Phase', False)}): [-97.5, -71.0, 0], frozenset({('Phase 3', False), ('Phase 2', True), ('Phase 4', False), ('Goal Phase', False)}): [-167.0, -78.0, 0], frozenset({('Phase 3', True), ('Phase 2', True), ('Phase 4', False), ('Goal Phase', False)}): [-435.5, 0, 0], frozenset({('Phase 3', True), ('Phase 4', True), ('Phase 2', True), ('Goal Phase', False)}): [-234.5, 0, 0], frozenset({('Phase 3', True), ('Phase 4', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};1;1699
{frozenset({('Phase 2', False), ('Phase 3', False), ('Phase 4', False), ('Goal Phase', False)}): [-97.5, -71.0, 0], frozenset({('Phase 3', False), ('Phase 2', True), ('Phase 4', False), ('Goal Phase', False)}): [-167.0, -78.0, 0], frozenset({('Phase 3', True), ('Phase 2', True), ('Phase 4', False), ('Goal Phase', False)}): [-435.5, 0, 0], frozenset({('Phase 3', True), ('Phase 4', True), ('Phase 2', True), ('Goal Phase', False)}): [-234.5, 0, 0], frozenset({('Phase 3', True), ('Phase 4', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};1;1799
{frozenset({('Phase 2', False), ('Phase 3', False), ('Phase 4', False), ('Goal Phase', False)}): [-97.5, -71.0, 0], frozenset({('Phase 3', False), ('Phase 2', True), ('Phase 4', False), ('Goal Phase', False)}): [-167.0, -78.0, 0], frozenset({('Phase 3', True), ('Phase 2', True), ('Phase 4', False), ('Goal Phase', False)}): [-435.5, 0, 0], frozenset({('Phase 3', True), ('Phase 4', True), ('Phase 2', True), ('Goal Phase', False)}): [-234.5, 0, 0], frozenset({('Phase 3', True), ('Phase 4', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};1;1899
{frozenset({('Phase 2', False), ('Phase 3', False), ('Phase 4', False), ('Goal Phase', False)}): [-97.5, -71.0, 0], frozenset({('Phase 3', False), ('Phase 2', True), ('Phase 4', False), ('Goal Phase', False)}): [-167.0, -78.0, 0], frozenset({('Phase 3', True), ('Phase 2', True), ('Phase 4', False), ('Goal Phase', False)}): [-435.5, 0, 0], frozenset({('Phase 3', True), ('Phase 4', True), ('Phase 2', True), ('Goal Phase', False)}): [-234.5, 0, 0], frozenset({('Phase 3', True), ('Phase 4', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};1;1999
{frozenset({('Phase 2', False), ('Phase 3', False), ('Phase 4', False), ('Goal Phase', False)}): [-97.5, -71.0, 0], frozenset({('Phase 3', False), ('Phase 2', True), ('Phase 4', False), ('Goal Phase', False)}): [-167.0, -78.0, 0], frozenset({('Phase 3', True), ('Phase 2', True), ('Phase 4', False), ('Goal Phase', False)}): [-435.5, 0, 0], frozenset({('Phase 3', True), ('Phase 4', True), ('Phase 2', True), ('Goal Phase', False)}): [-234.5, 0, 0], frozenset({('Phase 3', True), ('Phase 4', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};1;2099
{frozenset({('Phase 2', False), ('Phase 3', False), ('Phase 4', False), ('Goal Phase', False)}): [-97.5, -71.0, 0], frozenset({('Phase 3', False), ('Phase 2', True), ('Phase 4', False), ('Goal Phase', False)}): [-167.0, -78.0, 0], frozenset({('Phase 3', True), ('Phase 2', True), ('Phase 4', False), ('Goal Phase', False)}): [-435.5, 0, 0], frozenset({('Phase 3', True), ('Phase 4', True), ('Phase 2', True), ('Goal Phase', False)}): [-234.5, 0, 0], frozenset({('Phase 3', True), ('Phase 4', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};1;2199
{frozenset({('Phase 2', False), ('Phase 3', False), ('Phase 4', False), ('Goal Phase', False)}): [-97.5, -71.0, 0], frozenset({('Phase 3', False), ('Phase 2', True), ('Phase 4', False), ('Goal Phase', False)}): [-167.0, -78.0, 0], frozenset({('Phase 3', True), ('Phase 2', True), ('Phase 4', False), ('Goal Phase', False)}): [-435.5, 0, 0], frozenset({('Phase 3', True), ('Phase 4', True), ('Phase 2', True), ('Goal Phase', False)}): [-234.5, 0, 0], frozenset({('Phase 3', True), ('Phase 4', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};1;2299
