human_selector;human;machine;victim;gravitygod;rewardgod;ontologygod;robot;world_nr;tick_nr
0;1;1;0;0;1;1;0;1;197
0;1;1;0;0;1;1;0;1;198
0;1;1;0;0;1;1;0;1;199
0;1;1;0;0;1;1;0;1;200
0;1;1;0;0;1;1;0;1;201
0;1;1;0;0;1;1;0;1;202
1;1;1;0;0;1;1;0;1;203
1;1;1;0;0;1;1;0;1;204
0;1;1;0;0;1;1;0;1;205
1;1;1;0;0;1;1;0;1;206
1;1;1;0;0;1;1;0;1;207
0;1;1;0;0;1;1;0;1;208
1;1;1;0;0;1;1;0;1;209
1;1;1;0;0;1;1;0;1;210
1;1;1;0;0;1;1;0;1;211
1;1;1;0;0;1;1;0;1;212
1;1;1;0;0;1;1;0;1;213
1;1;1;0;0;1;1;0;1;214
1;1;1;0;0;1;1;0;1;215
1;1;1;0;0;1;1;0;1;216
1;1;1;0;0;1;1;0;1;217
1;1;1;0;0;1;1;0;1;218
0;1;1;0;0;1;1;0;1;219
0;1;1;0;0;1;1;0;1;220
0;1;1;0;0;1;1;0;1;221
0;1;1;0;0;1;1;0;1;222
0;1;1;0;0;1;1;0;1;223
0;1;1;0;0;1;1;0;1;224
0;1;1;0;0;1;1;0;1;225
0;1;1;0;0;1;1;0;1;226
0;1;1;0;0;1;1;0;1;227
0;1;1;0;0;1;1;0;1;228
0;1;1;0;0;1;1;0;1;229
0;1;1;0;0;1;1;0;1;230
1;1;1;0;0;1;1;0;1;231
0;1;1;0;0;1;1;0;1;232
1;1;1;0;0;1;1;0;1;233
1;1;1;0;0;1;1;0;1;234
1;1;1;0;0;1;1;0;1;235
1;1;1;0;0;1;1;0;1;236
1;1;1;0;0;1;1;0;1;237
0;1;1;0;0;1;1;0;1;238
1;1;1;0;0;1;1;0;1;239
1;1;1;0;0;1;1;0;1;240
1;1;1;0;0;1;1;0;1;241
1;1;1;0;0;1;1;0;1;242
1;1;1;0;0;1;1;0;1;243
1;1;1;0;0;1;1;0;1;244
1;1;1;0;0;1;1;0;1;245
1;1;1;0;0;1;1;0;1;246
0;1;1;0;0;1;1;0;1;247
1;1;1;0;0;1;1;0;1;248
1;1;1;0;0;1;1;0;1;249
1;1;1;0;0;1;1;0;1;250
1;1;1;0;0;1;1;0;1;251
1;1;1;0;0;1;1;0;1;252
1;1;1;0;0;1;1;0;1;253
1;1;1;0;0;1;1;0;1;254
1;1;1;0;0;1;1;0;1;255
0;1;1;0;0;1;1;0;1;256
1;1;1;0;0;1;1;0;1;257
1;1;1;0;0;1;1;0;1;258
1;1;1;0;0;1;1;0;1;259
1;1;1;0;0;1;1;0;1;260
0;1;1;0;0;1;1;0;1;261
1;1;1;0;0;1;1;0;1;262
1;1;1;0;0;1;1;0;1;263
1;1;1;0;0;1;1;0;1;264
1;1;1;0;0;1;1;0;1;265
1;1;1;0;0;1;1;0;1;266
1;1;1;0;0;1;1;0;1;267
0;1;1;0;0;1;1;0;1;268
1;1;1;0;0;1;1;0;1;269
1;1;1;0;0;1;1;0;1;270
1;1;1;0;0;1;1;0;1;271
1;1;1;0;0;1;1;0;1;272
0;1;1;0;0;1;1;0;1;273
1;1;1;0;0;1;1;0;1;274
1;1;1;0;0;1;1;0;1;275
1;1;1;0;0;1;1;0;1;276
1;1;1;0;0;1;1;0;1;277
1;1;1;0;0;1;1;0;1;278
1;1;1;0;0;1;1;0;1;279
1;1;1;0;0;1;1;0;1;280
0;1;1;0;0;1;1;0;1;281
1;1;1;0;0;1;1;0;1;282
1;1;1;0;0;1;1;0;1;283
1;1;1;0;0;1;1;1;1;284
1;1;1;0;0;1;1;1;1;285
0;1;1;0;0;1;1;1;1;286
1;1;1;0;0;1;1;0;1;287
1;1;1;0;0;1;1;0;1;288
1;1;1;0;0;1;1;0;1;289
1;1;1;0;0;1;1;0;1;290
1;1;1;0;0;1;1;0;1;291
1;1;1;0;0;1;1;0;1;292
1;1;1;0;0;1;1;0;1;293
1;1;1;0;0;1;1;0;1;294
1;1;1;0;0;1;1;0;1;295
0;1;1;0;0;1;1;0;1;296
0;1;1;0;0;1;1;0;1;297
0;1;1;0;0;1;1;0;1;298
0;1;1;0;0;1;1;0;1;299
0;1;1;0;0;1;1;0;1;300
0;1;1;0;0;1;1;0;1;301
0;1;1;0;0;1;1;0;1;302
0;1;1;0;0;1;1;0;1;303
0;1;1;0;0;1;1;0;1;304
0;1;1;0;0;1;1;0;1;305
0;1;1;0;0;1;1;0;1;306
0;1;1;0;0;1;1;0;1;307
0;1;1;0;0;1;1;0;1;308
1;1;1;0;0;1;1;0;1;309
1;1;1;0;0;1;1;0;1;310
1;1;1;0;0;1;1;0;1;311
1;1;1;0;0;1;1;0;1;312
1;1;1;0;0;1;1;0;1;313
0;1;1;0;0;1;1;0;1;314
1;1;1;0;0;1;1;0;1;315
1;1;1;0;0;1;1;0;1;316
1;1;1;0;0;1;1;0;1;317
1;1;1;0;0;1;1;0;1;318
1;1;1;0;0;1;1;0;1;319
1;1;1;0;0;1;1;0;1;320
1;1;1;0;0;1;1;0;1;321
1;1;1;0;0;1;1;0;1;322
1;1;1;0;0;1;1;0;1;323
1;1;1;0;0;1;1;0;1;324
0;1;1;0;0;1;1;0;1;325
0;1;1;0;0;1;1;0;1;326
0;1;1;0;0;1;1;0;1;327
0;1;1;0;0;1;1;0;1;328
0;1;1;0;0;1;1;0;1;329
0;1;1;0;0;1;1;0;1;330
0;1;1;0;0;1;1;0;1;331
0;1;1;0;0;1;1;0;1;332
1;1;1;0;0;1;1;0;1;333
1;1;1;0;0;1;1;0;1;334
1;1;1;0;0;1;1;0;1;335
1;1;1;0;0;1;1;0;1;336
1;1;1;0;0;1;1;0;1;337
1;1;1;0;0;1;1;0;1;338
1;1;1;0;0;1;1;0;1;339
0;1;1;0;0;1;1;0;1;340
1;1;1;0;0;1;1;0;1;341
1;1;1;0;0;1;1;0;1;342
1;1;1;0;0;1;1;0;1;343
1;1;1;0;0;1;1;0;1;344
1;1;1;0;0;1;1;0;1;345
0;1;1;0;0;1;1;0;1;346
1;1;1;0;0;1;1;0;1;347
1;1;1;0;0;1;1;0;1;348
1;1;1;0;0;1;1;0;1;349
0;1;1;0;0;1;1;0;1;350
1;1;1;0;0;1;1;0;1;351
1;1;1;0;0;1;1;0;1;352
1;1;1;0;0;1;1;0;1;353
1;1;1;0;0;1;1;0;1;354
1;1;1;0;0;1;1;0;1;355
1;1;1;0;0;1;1;0;1;356
1;1;1;0;0;1;1;0;1;357
1;1;1;0;0;1;1;0;1;358
1;1;1;0;0;1;1;0;1;359
0;1;1;0;0;1;1;0;1;360
0;1;1;0;0;1;1;0;1;361
0;1;1;0;0;1;1;0;1;362
0;1;1;0;0;1;1;0;1;363
0;1;1;0;0;1;1;0;1;364
0;1;1;0;0;1;1;0;1;365
0;1;1;0;0;1;1;0;1;366
0;1;1;0;0;1;1;0;1;367
0;1;1;0;0;1;1;0;1;368
0;1;1;0;0;1;1;0;1;369
0;1;1;0;0;1;1;0;1;370
1;1;1;0;0;1;1;0;1;371
0;1;1;0;0;1;1;0;1;372
1;1;1;0;0;1;1;0;1;373
1;1;1;0;0;1;1;0;1;374
1;1;1;0;0;1;1;0;1;375
1;1;1;0;0;1;1;0;1;376
0;1;1;0;0;1;1;0;1;377
1;1;1;0;0;1;1;0;1;378
1;1;1;0;0;1;1;0;1;379
1;1;1;0;0;1;1;0;1;380
1;1;1;0;0;1;1;0;1;381
1;1;1;0;0;1;1;0;1;382
1;1;1;0;0;1;1;0;1;383
1;1;1;0;0;1;1;0;1;384
1;1;1;0;0;1;1;0;1;385
1;1;1;0;0;1;1;0;1;386
0;1;1;0;0;1;1;0;1;387
0;1;1;0;0;1;1;0;1;388
0;1;1;0;0;1;1;0;1;389
0;1;1;0;0;1;1;0;1;390
0;1;1;0;0;1;1;0;1;391
0;1;1;0;0;1;1;0;1;392
0;1;1;0;0;1;1;0;1;393
0;1;1;0;0;1;1;0;1;394
0;1;1;0;0;1;1;0;1;395
0;1;1;0;0;1;1;0;1;396
1;1;1;0;0;1;1;0;1;397
1;1;1;0;0;1;1;0;1;398
1;1;1;0;0;1;1;0;1;399
1;1;1;0;0;1;1;0;1;400
1;1;1;0;0;1;1;0;1;401
1;1;1;0;0;1;1;0;1;402
1;1;1;0;0;1;1;0;1;403
0;1;1;0;0;1;1;0;1;404
1;1;1;0;0;1;1;0;1;405
1;1;1;0;0;1;1;0;1;406
1;1;1;0;0;1;1;0;1;407
1;1;1;0;0;1;1;1;1;408
1;1;1;0;0;1;1;1;1;409
1;1;1;0;0;1;1;0;1;410
0;1;1;0;0;1;1;0;1;411
1;1;1;0;0;1;1;0;1;412
1;1;1;0;0;1;1;0;1;413
1;1;1;0;0;1;1;0;1;414
0;1;1;0;0;1;1;0;1;415
1;1;1;0;0;1;1;0;1;416
1;1;1;0;0;1;1;0;1;417
1;1;1;0;0;1;1;0;1;418
1;1;1;0;0;1;1;0;1;419
1;1;1;0;0;1;1;0;1;420
1;1;1;0;0;1;1;0;1;421
1;1;1;0;0;1;1;0;1;422
1;1;1;0;0;1;1;0;1;423
1;1;1;0;0;1;1;0;1;424
0;1;1;0;0;1;1;0;1;425
0;1;1;0;0;1;1;0;1;426
0;1;1;0;0;1;1;0;1;427
0;1;1;0;0;1;1;0;1;428
0;1;1;0;0;1;1;0;1;429
0;1;1;0;0;1;1;0;1;430
0;1;1;0;0;1;1;0;1;431
0;1;1;0;0;1;1;0;1;432
0;1;1;0;0;1;1;0;1;433
0;1;1;0;0;1;1;0;1;434
1;1;1;0;0;1;1;0;1;435
0;1;1;0;0;1;1;0;1;436
1;1;1;0;0;1;1;0;1;437
1;1;1;0;0;1;1;0;1;438
1;1;1;0;0;1;1;0;1;439
1;1;1;0;0;1;1;0;1;440
0;1;1;0;0;1;1;0;1;441
1;1;1;0;0;1;1;0;1;442
1;1;1;0;0;1;1;0;1;443
1;1;1;0;0;1;1;0;1;444
1;1;1;0;0;1;1;0;1;445
1;1;1;0;0;1;1;0;1;446
1;1;1;0;0;1;1;0;1;447
1;1;1;0;0;1;1;0;1;448
1;1;1;0;0;1;1;0;1;449
1;1;1;0;0;1;1;0;1;450
0;1;1;0;0;1;1;0;1;451
0;1;1;0;0;1;1;0;1;452
0;1;1;0;0;1;1;0;1;453
1;1;1;0;0;1;1;0;1;454
0;1;1;0;0;1;1;0;1;455
0;1;1;0;0;1;1;0;1;456
1;1;1;0;0;1;1;0;1;457
0;1;1;0;0;1;1;0;1;458
0;1;1;0;0;1;1;0;1;459
0;1;1;0;0;1;1;0;1;460
1;1;1;0;0;1;1;0;1;461
1;1;1;0;0;1;1;0;1;462
1;1;1;0;0;1;1;0;1;463
1;1;1;0;0;1;1;0;1;464
1;1;1;0;0;1;1;0;1;465
1;1;1;0;0;1;1;0;1;466
1;1;1;0;0;1;1;0;1;467
1;1;1;0;0;1;1;0;1;468
0;1;1;0;0;1;1;0;1;469
1;1;1;0;0;1;1;0;1;470
1;1;1;0;0;1;1;0;1;471
1;1;1;0;0;1;1;0;1;472
1;1;1;0;0;1;1;0;1;473
1;1;1;0;0;1;1;0;1;474
0;1;1;0;0;1;1;0;1;475
1;1;1;0;0;1;1;0;1;476
1;1;1;0;0;1;1;0;1;477
1;1;1;0;0;1;1;0;1;478
1;1;1;0;0;1;1;0;1;479
1;1;1;0;0;1;1;0;1;480
1;1;1;0;0;1;1;0;1;481
1;1;1;0;0;1;1;0;1;482
1;1;1;0;0;1;1;0;1;483
1;1;1;0;0;1;1;0;1;484
0;1;1;0;0;1;1;0;1;485
1;1;1;0;0;1;1;0;1;486
1;1;1;0;0;1;1;0;1;487
0;1;1;0;0;1;1;0;1;488
1;1;1;0;0;1;1;0;1;489
1;1;1;0;0;1;1;0;1;490
1;1;1;0;0;1;1;0;1;491
1;1;1;0;0;1;1;0;1;492
1;1;1;0;0;1;1;0;1;493
1;1;1;0;0;1;1;0;1;494
1;1;1;0;0;1;1;0;1;495
1;1;1;0;0;1;1;0;1;496
1;1;1;0;0;1;1;0;1;497
0;1;1;0;0;1;1;0;1;498
0;1;1;0;0;1;1;0;1;499
0;1;1;0;0;1;1;0;1;500
0;1;1;0;0;1;1;0;1;501
1;1;1;0;0;1;1;0;1;502
0;1;1;0;0;1;1;0;1;503
0;1;1;0;0;1;1;0;1;504
0;1;1;0;0;1;1;0;1;505
0;1;1;0;0;1;1;0;1;506
0;1;1;0;0;1;1;0;1;507
0;1;1;0;0;1;1;0;1;508
0;1;1;0;0;1;1;1;1;509
0;1;1;0;0;1;1;1;1;510
0;1;1;0;0;1;1;0;1;511
0;1;1;0;0;1;1;0;1;512
0;1;1;0;0;1;1;0;1;513
0;1;1;0;0;1;1;0;1;514
1;1;1;0;0;1;1;0;1;515
0;1;1;0;0;1;1;0;1;516
1;1;1;0;0;1;1;0;1;517
1;1;1;0;0;1;1;0;1;518
1;1;1;0;0;1;1;0;1;519
1;1;1;0;0;1;1;0;1;520
0;1;1;0;0;1;1;0;1;521
1;1;1;0;0;1;1;0;1;522
1;1;1;0;0;1;1;0;1;523
1;1;1;0;0;1;1;0;1;524
1;1;1;0;0;1;1;0;1;525
1;1;1;0;0;1;1;0;1;526
1;1;1;0;0;1;1;0;1;527
1;1;1;0;0;1;1;0;1;528
1;1;1;0;0;1;1;0;1;529
1;1;1;0;0;1;1;0;1;530
0;1;1;0;0;1;1;0;1;531
1;1;1;0;0;1;1;0;1;532
1;1;1;0;0;1;1;0;1;533
1;1;1;0;0;1;1;0;1;534
1;1;1;0;0;1;1;0;1;535
1;1;1;0;0;1;1;0;1;536
0;1;1;0;0;1;1;0;1;537
1;1;1;0;0;1;1;0;1;538
1;1;1;0;0;1;1;0;1;539
1;1;1;0;0;1;1;0;1;540
1;1;1;0;0;1;1;0;1;541
1;1;1;0;0;1;1;0;1;542
1;1;1;0;0;1;1;0;1;543
1;1;1;0;0;1;1;0;1;544
1;1;1;0;0;1;1;0;1;545
1;1;1;0;0;1;1;0;1;546
0;1;1;0;0;1;1;0;1;547
0;1;1;0;0;1;1;0;1;548
0;1;1;0;0;1;1;0;1;549
0;1;1;0;0;1;1;0;1;550
0;1;1;0;0;1;1;0;1;551
0;1;1;0;0;1;1;0;1;552
0;1;1;0;0;1;1;0;1;553
0;1;1;0;0;1;1;0;1;554
0;1;1;0;0;1;1;0;1;555
0;1;1;0;0;1;1;0;1;556
0;1;1;0;0;1;1;0;1;557
0;1;1;0;0;1;1;0;1;558
0;1;1;0;0;1;1;0;1;559
1;1;1;0;0;1;1;0;1;560
1;1;1;0;0;1;1;0;1;561
0;1;1;0;0;1;1;0;1;562
1;1;1;0;0;1;1;0;1;563
1;1;1;0;0;1;1;0;1;564
1;1;1;0;0;1;1;0;1;565
1;1;1;0;0;1;1;0;1;566
1;1;1;0;0;1;1;0;1;567
0;1;1;0;0;1;1;0;1;568
1;1;1;0;0;1;1;0;1;569
1;1;1;0;0;1;1;0;1;570
1;1;1;0;0;1;1;0;1;571
1;1;1;0;0;1;1;0;1;572
1;1;1;0;0;1;1;0;1;573
1;1;1;0;0;1;1;0;1;574
1;1;1;0;0;1;1;0;1;575
1;1;1;0;0;1;1;0;1;576
1;1;1;0;0;1;1;0;1;577
0;1;1;0;0;1;1;0;1;578
1;1;1;0;0;1;1;0;1;579
0;1;1;0;0;1;1;0;1;580
1;1;1;0;0;1;1;0;1;581
1;1;1;0;0;1;1;0;1;582
1;1;1;0;0;1;1;0;1;583
1;1;1;0;0;1;1;0;1;584
0;1;1;0;0;1;1;0;1;585
1;1;1;0;0;1;1;0;1;586
1;1;1;0;0;1;1;0;1;587
1;1;1;0;0;1;1;0;1;588
1;1;1;0;0;1;1;0;1;589
1;1;1;0;0;1;1;0;1;590
0;1;1;0;0;1;1;0;1;591
1;1;1;0;0;1;1;0;1;592
1;1;1;0;0;1;1;0;1;593
1;1;1;0;0;1;1;0;1;594
0;1;1;0;0;1;1;0;1;595
1;1;1;0;0;1;1;0;1;596
1;1;1;0;0;1;1;0;1;597
1;1;1;0;0;1;1;0;1;598
1;1;1;0;0;1;1;1;1;599
1;1;1;0;0;1;1;1;1;600
1;1;1;0;0;1;1;1;1;601
1;1;1;0;0;1;1;0;1;602
1;1;1;0;0;1;1;0;1;603
0;1;1;0;0;1;1;0;1;604
0;1;1;0;0;1;1;0;1;605
0;1;1;0;0;1;1;0;1;606
0;1;1;0;0;1;1;0;1;607
0;1;1;0;0;1;1;0;1;608
0;1;1;0;0;1;1;0;1;609
0;1;1;0;0;1;1;0;1;610
0;1;1;0;0;1;1;0;1;611
0;1;1;0;0;1;1;0;1;612
0;1;1;0;0;1;1;0;1;613
0;1;1;0;0;1;1;0;1;614
0;1;1;0;0;1;1;0;1;615
1;1;1;0;0;1;1;0;1;616
1;1;1;0;0;1;1;0;1;617
1;1;1;0;0;1;1;0;1;618
0;1;1;0;0;1;1;0;1;619
1;1;1;0;0;1;1;0;1;620
1;1;1;0;0;1;1;0;1;621
1;1;1;0;0;1;1;0;1;622
1;1;1;0;0;1;1;0;1;623
1;1;1;0;0;1;1;0;1;624
1;1;1;0;0;1;1;0;1;625
1;1;1;0;0;1;1;0;1;626
1;1;1;0;0;1;1;0;1;627
0;1;1;0;0;1;1;0;1;628
1;1;1;0;0;1;1;0;1;629
1;1;1;0;0;1;1;0;1;630
1;1;1;0;0;1;1;0;1;631
1;1;1;0;0;1;1;0;1;632
1;1;1;0;0;1;1;0;1;633
0;1;1;0;0;1;1;0;1;634
1;1;1;0;0;1;1;1;1;635
1;1;1;0;0;1;1;1;1;636
1;1;1;0;0;1;1;0;1;637
1;1;1;0;0;1;1;0;1;638
1;1;1;0;0;1;1;0;1;639
1;1;1;0;0;1;1;0;1;640
1;1;1;0;0;1;1;0;1;641
1;1;1;0;0;1;1;0;1;642
0;1;1;0;0;1;1;0;1;643
0;1;1;0;0;1;1;0;1;644
0;1;1;0;0;1;1;0;1;645
0;1;1;0;0;1;1;0;1;646
0;1;1;0;0;1;1;0;1;647
0;1;1;0;0;1;1;0;1;648
0;1;1;0;0;1;1;0;1;649
0;1;1;0;0;1;1;0;1;650
0;1;1;0;0;1;1;0;1;651
0;1;1;0;0;1;1;0;1;652
0;1;1;0;0;1;1;0;1;653
1;1;1;0;0;1;1;0;1;654
1;1;1;0;0;1;1;0;1;655
1;1;1;0;0;1;1;0;1;656
1;1;1;0;0;1;1;0;1;657
1;1;1;0;0;1;1;0;1;658
1;1;1;0;0;1;1;0;1;659
1;1;1;0;0;1;1;0;1;660
1;1;1;0;0;1;1;0;1;661
1;1;1;0;0;1;1;0;1;662
0;1;1;0;0;1;1;0;1;663
1;1;1;0;0;1;1;0;1;664
1;1;1;0;0;1;1;0;1;665
1;1;1;0;0;1;1;0;1;666
1;1;1;0;0;1;1;0;1;667
1;1;1;0;0;1;1;0;1;668
1;1;1;0;0;1;1;0;1;669
1;1;1;0;0;1;1;0;1;670
1;1;1;0;0;1;1;0;1;671
0;1;1;0;0;1;1;0;1;672
1;1;1;0;0;1;1;0;1;673
1;1;1;0;0;1;1;0;1;674
1;1;1;0;0;1;1;0;1;675
0;1;1;0;0;1;1;0;1;676
1;1;1;0;0;1;1;0;1;677
1;1;1;0;0;1;1;0;1;678
1;1;1;0;0;1;1;0;1;679
1;1;1;0;0;1;1;0;1;680
0;1;1;0;0;1;1;0;1;681
1;1;1;0;0;1;1;0;1;682
1;1;1;0;0;1;1;0;1;683
1;1;1;0;0;1;1;0;1;684
1;1;1;0;0;1;1;0;1;685
1;1;1;0;0;1;1;0;1;686
1;1;1;0;0;1;1;0;1;687
1;1;1;0;0;1;1;0;1;688
1;1;1;0;0;1;1;0;1;689
1;1;1;0;0;1;1;0;1;690
0;1;1;0;0;1;1;0;1;691
0;1;1;0;0;1;1;0;1;692
0;1;1;0;0;1;1;0;1;693
0;1;1;0;0;1;1;0;1;694
