human selector_113;human_114;machine_115;victim_116;gravitygod_117;rewardgod_118;robot selector_119;world_nr;tick_nr
0;1;1;0;0;1;0;2;122
1;1;1;0;0;1;0;2;123
1;1;1;0;0;1;0;2;124
1;1;1;0;0;1;0;2;125
1;1;1;0;0;1;0;2;126
1;1;1;0;0;1;0;2;127
1;1;1;0;0;1;0;2;128
1;1;1;0;0;1;0;2;129
1;1;1;0;0;1;0;2;130
1;1;1;0;0;1;0;2;131
1;1;1;0;0;1;0;2;132
1;1;1;0;0;1;0;2;133
1;1;1;0;0;1;0;2;134
1;1;1;0;0;1;0;2;135
1;1;1;0;0;1;0;2;136
0;1;1;0;0;1;0;2;137
0;1;1;0;0;1;0;2;138
1;1;1;0;0;1;0;2;139
1;1;1;0;0;1;0;2;140
1;1;1;0;0;1;0;2;141
1;1;1;0;0;1;0;2;142
1;1;1;0;0;1;0;2;143
1;1;1;0;0;1;0;2;144
1;1;1;0;0;1;0;2;145
1;1;1;0;0;1;0;2;146
1;1;1;0;0;1;0;2;147
1;1;1;0;0;1;0;2;148
1;1;1;0;0;1;0;2;149
1;1;1;0;0;1;0;2;150
1;1;1;0;0;1;0;2;151
1;1;1;0;0;1;0;2;152
1;1;1;0;0;1;0;2;153
1;1;1;0;0;1;0;2;154
1;1;1;0;0;1;0;2;155
1;1;1;0;0;1;0;2;156
1;1;1;0;0;1;0;2;157
1;1;1;0;0;1;0;2;158
1;1;1;0;0;1;0;2;159
1;1;1;0;0;1;0;2;160
1;1;1;0;0;1;0;2;161
1;1;1;0;0;1;0;2;162
1;1;1;0;0;1;0;2;163
1;1;1;0;0;1;0;2;164
1;1;1;0;0;1;0;2;165
1;1;1;0;0;1;0;2;166
1;1;1;0;0;1;0;2;167
1;1;1;0;0;1;0;2;168
1;1;1;0;0;1;0;2;169
1;1;1;0;0;1;0;2;170
1;1;1;0;0;1;0;2;171
1;1;1;0;0;1;0;2;172
0;1;1;0;0;1;0;2;173
0;1;1;0;0;1;0;2;174
1;1;1;0;0;1;0;2;175
1;1;1;0;0;1;0;2;176
1;1;1;0;0;1;0;2;177
1;1;1;0;0;1;0;2;178
1;1;1;0;0;1;0;2;179
1;1;1;0;0;1;0;2;180
1;1;1;0;0;1;0;2;181
1;1;1;0;0;1;0;2;182
1;1;1;0;0;1;0;2;183
1;1;1;0;0;1;0;2;184
1;1;1;0;0;1;0;2;185
1;1;1;0;0;1;0;2;186
1;1;1;0;0;1;0;2;187
1;1;1;0;0;1;0;2;188
1;1;1;0;0;1;0;2;189
1;1;1;0;0;1;0;2;190
1;1;1;0;0;1;0;2;191
1;1;1;0;0;1;0;2;192
1;1;1;0;0;1;0;2;193
1;1;1;0;0;1;0;2;194
0;1;1;0;0;1;0;2;195
0;1;1;0;0;1;1;2;196
1;1;1;0;0;1;1;2;197
1;1;1;0;0;1;0;2;198
1;1;1;0;0;1;0;2;199
1;1;1;0;0;1;0;2;200
1;1;1;0;0;1;0;2;201
1;1;1;0;0;1;0;2;202
1;1;1;0;0;1;0;2;203
1;1;1;0;0;1;0;2;204
1;1;1;0;0;1;0;2;205
1;1;1;0;0;1;0;2;206
0;1;1;0;0;1;0;2;207
0;1;1;0;0;1;0;2;208
1;1;1;0;0;1;0;2;209
1;1;1;0;0;1;0;2;210
1;1;1;0;0;1;0;2;211
1;1;1;0;0;1;0;2;212
0;1;1;0;0;1;0;2;213
0;1;1;0;0;1;0;2;214
1;1;1;0;0;1;0;2;215
1;1;1;0;0;1;0;2;216
1;1;1;0;0;1;0;2;217
1;1;1;0;0;1;0;2;218
1;1;1;0;0;1;0;2;219
1;1;1;0;0;1;1;2;220
1;1;1;0;0;1;1;2;221
1;1;1;0;0;1;0;2;222
1;1;1;0;0;1;0;2;223
1;1;1;0;0;1;0;2;224
0;1;1;0;0;1;0;2;225
0;1;1;0;0;1;0;2;226
1;1;1;0;0;1;0;2;227
1;1;1;0;0;1;0;2;228
1;1;1;0;0;1;0;2;229
1;1;1;0;0;1;0;2;230
0;1;1;0;0;1;0;2;231
0;1;1;0;0;1;0;2;232
1;1;1;0;0;1;0;2;233
1;1;1;0;0;1;0;2;234
1;1;1;0;0;1;0;2;235
1;1;1;0;0;1;0;2;236
0;1;1;0;0;1;0;2;237
0;1;1;0;0;1;0;2;238
1;1;1;0;0;1;0;2;239
1;1;1;0;0;1;0;2;240
1;1;1;0;0;1;0;2;241
1;1;1;0;0;1;0;2;242
0;1;1;0;0;1;0;2;243
0;1;1;0;0;1;1;2;244
1;1;1;0;0;1;1;2;245
1;1;1;0;0;1;0;2;246
1;1;1;0;0;1;0;2;247
1;1;1;0;0;1;0;2;248
0;1;1;0;0;1;0;2;249
0;1;1;0;0;1;0;2;250
1;1;1;0;0;1;0;2;251
1;1;1;0;0;1;0;2;252
1;1;1;0;0;1;0;2;253
1;1;1;0;0;1;0;2;254
1;1;1;0;0;1;0;2;255
1;1;1;0;0;1;0;2;256
1;1;1;0;0;1;0;2;257
1;1;1;0;0;1;0;2;258
0;1;1;0;0;1;0;2;259
0;1;1;0;0;1;0;2;260
1;1;1;0;0;1;0;2;261
1;1;1;0;0;1;0;2;262
1;1;1;0;0;1;0;2;263
1;1;1;0;0;1;0;2;264
1;1;1;0;0;1;0;2;265
1;1;1;0;0;1;0;2;266
1;1;1;0;0;1;0;2;267
1;1;1;0;0;1;1;2;268
1;1;1;0;0;1;1;2;269
1;1;1;0;0;1;0;2;270
1;1;1;0;0;1;0;2;271
1;1;1;0;0;1;0;2;272
1;1;1;0;0;1;0;2;273
1;1;1;0;0;1;0;2;274
1;1;1;0;0;1;0;2;275
1;1;1;0;0;1;0;2;276
1;1;1;0;0;1;0;2;277
1;1;1;0;0;1;0;2;278
1;1;1;0;0;1;0;2;279
1;1;1;0;0;1;0;2;280
1;1;1;0;0;1;0;2;281
1;1;1;0;0;1;0;2;282
1;1;1;0;0;1;0;2;283
1;1;1;0;0;1;0;2;284
1;1;1;0;0;1;0;2;285
1;1;1;0;0;1;0;2;286
1;1;1;0;0;1;0;2;287
1;1;1;0;0;1;0;2;288
1;1;1;0;0;1;0;2;289
1;1;1;0;0;1;0;2;290
1;1;1;0;0;1;0;2;291
1;1;1;0;0;1;1;2;292
1;1;1;0;0;1;1;2;293
1;1;1;0;0;1;0;2;294
1;1;1;0;0;1;0;2;295
1;1;1;0;0;1;0;2;296
1;1;1;0;0;1;0;2;297
1;1;1;0;0;1;0;2;298
1;1;1;0;0;1;0;2;299
1;1;1;0;0;1;0;2;300
1;1;1;0;0;1;0;2;301
1;1;1;0;0;1;0;2;302
1;1;1;0;0;1;0;2;303
1;1;1;0;0;1;0;2;304
1;1;1;0;0;1;0;2;305
1;1;1;0;0;1;0;2;306
1;1;1;0;0;1;0;2;307
1;1;1;0;0;1;0;2;308
1;1;1;0;0;1;0;2;309
1;1;1;0;0;1;0;2;310
1;1;1;0;0;1;0;2;311
1;1;1;0;0;1;0;2;312
1;1;1;0;0;1;0;2;313
1;1;1;0;0;1;0;2;314
1;1;1;0;0;1;0;2;315
1;1;1;0;0;1;1;2;316
1;1;1;0;0;1;1;2;317
1;1;1;0;0;1;0;2;318
1;1;1;0;0;1;0;2;319
1;1;1;0;0;1;0;2;320
1;1;1;0;0;1;0;2;321
1;1;1;0;0;1;0;2;322
1;1;1;0;0;1;0;2;323
1;1;1;0;0;1;0;2;324
1;1;1;0;0;1;0;2;325
1;1;1;0;0;1;0;2;326
1;1;1;0;0;1;0;2;327
1;1;1;0;0;1;0;2;328
1;1;1;0;0;1;0;2;329
1;1;1;0;0;1;0;2;330
1;1;1;0;0;1;0;2;331
1;1;1;0;0;1;0;2;332
1;1;1;0;0;1;0;2;333
1;1;1;0;0;1;0;2;334
1;1;1;0;0;1;0;2;335
1;1;1;0;0;1;0;2;336
1;1;1;0;0;1;0;2;337
1;1;1;0;0;1;0;2;338
1;1;1;0;0;1;0;2;339
1;1;1;0;0;1;1;2;340
1;1;1;0;0;1;1;2;341
1;1;1;0;0;1;0;2;342
1;1;1;0;0;1;0;2;343
1;1;1;0;0;1;0;2;344
1;1;1;0;0;1;0;2;345
1;1;1;0;0;1;0;2;346
1;1;1;0;0;1;0;2;347
1;1;1;0;0;1;0;2;348
1;1;1;0;0;1;0;2;349
1;1;1;0;0;1;0;2;350
1;1;1;0;0;1;0;2;351
1;1;1;0;0;1;0;2;352
1;1;1;0;0;1;0;2;353
1;1;1;0;0;1;0;2;354
1;1;1;0;0;1;0;2;355
1;1;1;0;0;1;0;2;356
1;1;1;0;0;1;0;2;357
1;1;1;0;0;1;0;2;358
1;1;1;0;0;1;0;2;359
1;1;1;0;0;1;0;2;360
1;1;1;0;0;1;0;2;361
1;1;1;0;0;1;0;2;362
1;1;1;0;0;1;0;2;363
1;1;1;0;0;1;0;2;364
1;1;1;0;0;1;0;2;365
1;1;1;0;0;1;0;2;366
1;1;1;0;0;1;0;2;367
1;1;1;0;0;1;0;2;368
1;1;1;0;0;1;0;2;369
1;1;1;0;0;1;0;2;370
1;1;1;0;0;1;0;2;371
1;1;1;0;0;1;0;2;372
1;1;1;0;0;1;0;2;373
1;1;1;0;0;1;0;2;374
1;1;1;0;0;1;0;2;375
1;1;1;0;0;1;0;2;376
1;1;1;0;0;1;0;2;377
1;1;1;0;0;1;0;2;378
1;1;1;0;0;1;0;2;379
1;1;1;0;0;1;0;2;380
1;1;1;0;0;1;0;2;381
1;1;1;0;0;1;0;2;382
1;1;1;0;0;1;0;2;383
1;1;1;0;0;1;0;2;384
1;1;1;0;0;1;0;2;385
1;1;1;0;0;1;0;2;386
1;1;1;0;0;1;0;2;387
1;1;1;0;0;1;0;2;388
1;1;1;0;0;1;0;2;389
1;1;1;0;0;1;0;2;390
1;1;1;0;0;1;0;2;391
1;1;1;0;0;1;0;2;392
1;1;1;0;0;1;0;2;393
1;1;1;0;0;1;0;2;394
1;1;1;0;0;1;0;2;395
1;1;1;0;0;1;0;2;396
1;1;1;0;0;1;0;2;397
1;1;1;0;0;1;0;2;398
1;1;1;0;0;1;0;2;399
1;1;1;0;0;1;0;2;400
1;1;1;0;0;1;0;2;401
1;1;1;0;0;1;0;2;402
1;1;1;0;0;1;0;2;403
1;1;1;0;0;1;0;2;404
1;1;1;0;0;1;0;2;405
1;1;1;0;0;1;0;2;406
1;1;1;0;0;1;0;2;407
1;1;1;0;0;1;0;2;408
1;1;1;0;0;1;0;2;409
1;1;1;0;0;1;0;2;410
1;1;1;0;0;1;0;2;411
1;1;1;0;0;1;0;2;412
1;1;1;0;0;1;0;2;413
1;1;1;0;0;1;0;2;414
1;1;1;0;0;1;0;2;415
1;1;1;0;0;1;0;2;416
1;1;1;0;0;1;0;2;417
1;1;1;0;0;1;0;2;418
1;1;1;0;0;1;0;2;419
1;1;1;0;0;1;0;2;420
1;1;1;0;0;1;0;2;421
1;1;1;0;0;1;0;2;422
1;1;1;0;0;1;0;2;423
1;1;1;0;0;1;0;2;424
1;1;1;0;0;1;0;2;425
1;1;1;0;0;1;0;2;426
1;1;1;0;0;1;0;2;427
1;1;1;0;0;1;0;2;428
1;1;1;0;0;1;0;2;429
1;1;1;0;0;1;1;2;430
1;1;1;0;0;1;1;2;431
1;1;1;0;0;1;0;2;432
1;1;1;0;0;1;0;2;433
1;1;1;0;0;1;0;2;434
1;1;1;0;0;1;0;2;435
1;1;1;0;0;1;0;2;436
1;1;1;0;0;1;0;2;437
1;1;1;0;0;1;0;2;438
1;1;1;0;0;1;0;2;439
1;1;1;0;0;1;0;2;440
1;1;1;0;0;1;0;2;441
1;1;1;0;0;1;0;2;442
1;1;1;0;0;1;0;2;443
1;1;1;0;0;1;0;2;444
1;1;1;0;0;1;0;2;445
1;1;1;0;0;1;0;2;446
0;1;1;0;0;1;0;2;447
0;1;1;0;0;1;0;2;448
0;1;1;0;0;1;0;2;449
0;1;1;0;0;1;0;2;450
1;1;1;0;0;1;0;2;451
1;1;1;0;0;1;0;2;452
1;1;1;0;0;1;0;2;453
1;1;1;0;0;1;0;2;454
1;1;1;0;0;1;0;2;455
1;1;1;0;0;1;0;2;456
0;1;1;0;0;1;0;2;457
0;1;1;0;0;1;0;2;458
1;1;1;0;0;1;0;2;459
1;1;1;0;0;1;0;2;460
0;1;1;0;0;1;0;2;461
0;1;1;0;0;1;0;2;462
0;1;1;0;0;1;0;2;463
0;1;1;0;0;1;0;2;464
1;1;1;0;0;1;0;2;465
1;1;1;0;0;1;0;2;466
1;1;1;0;0;1;0;2;467
1;1;1;0;0;1;0;2;468
1;1;1;0;0;1;0;2;469
1;1;1;0;0;1;0;2;470
1;1;1;0;0;1;0;2;471
1;1;1;0;0;1;0;2;472
0;1;1;0;0;1;0;2;473
0;1;1;0;0;1;0;2;474
0;1;1;0;0;1;0;2;475
0;1;1;0;0;1;0;2;476
1;1;1;0;0;1;0;2;477
1;1;1;0;0;1;0;2;478
1;1;1;0;0;1;0;2;479
1;1;1;0;0;1;0;2;480
1;1;1;0;0;1;0;2;481
1;1;1;0;0;1;0;2;482
1;1;1;0;0;1;0;2;483
1;1;1;0;0;1;0;2;484
1;1;1;0;0;1;0;2;485
1;1;1;0;0;1;0;2;486
1;1;1;0;0;1;0;2;487
1;1;1;0;0;1;0;2;488
1;1;1;0;0;1;0;2;489
1;1;1;0;0;1;0;2;490
1;1;1;0;0;1;0;2;491
1;1;1;0;0;1;0;2;492
1;1;1;0;0;1;0;2;493
1;1;1;0;0;1;0;2;494
1;1;1;0;0;1;0;2;495
1;1;1;0;0;1;0;2;496
1;1;1;0;0;1;0;2;497
1;1;1;0;0;1;0;2;498
1;1;1;0;0;1;0;2;499
1;1;1;0;0;1;0;2;500
1;1;1;0;0;1;0;2;501
1;1;1;0;0;1;0;2;502
1;1;1;0;0;1;0;2;503
1;1;1;0;0;1;0;2;504
1;1;1;0;0;1;0;2;505
1;1;1;0;0;1;0;2;506
1;1;1;0;0;1;0;2;507
1;1;1;0;0;1;0;2;508
1;1;1;0;0;1;1;2;509
1;1;1;0;0;1;1;2;510
1;1;1;0;0;1;0;2;511
1;1;1;0;0;1;0;2;512
1;1;1;0;0;1;0;2;513
1;1;1;0;0;1;0;2;514
1;1;1;0;0;1;0;2;515
1;1;1;0;0;1;0;2;516
1;1;1;0;0;1;0;2;517
1;1;1;0;0;1;0;2;518
1;1;1;0;0;1;0;2;519
1;1;1;0;0;1;0;2;520
