robot selector_59_q-table;world_nr;tick_nr
{frozenset({('Goal Phase', False), ('Phase 4', False), ('Phase 3', False), ('Phase 2', False)}): [-91.5, 0, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 4', False), ('Phase 3', False)}): [-203.0, 0, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', True), ('Phase 4', False)}): [0, 0, 0]};1;1799
{frozenset({('Goal Phase', False), ('Phase 4', False), ('Phase 3', False), ('Phase 2', False)}): [-91.5, 0, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 4', False), ('Phase 3', False)}): [-203.0, 0, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', True), ('Phase 4', False)}): [0, 0, 0]};1;1899
{frozenset({('Goal Phase', False), ('Phase 4', False), ('Phase 3', False), ('Phase 2', False)}): [-91.5, 0, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 4', False), ('Phase 3', False)}): [-203.0, 0, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', True), ('Phase 4', False)}): [0, 0, 0]};1;1999
{frozenset({('Goal Phase', False), ('Phase 4', False), ('Phase 3', False), ('Phase 2', False)}): [-91.5, 0, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 4', False), ('Phase 3', False)}): [-203.0, 0, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', True), ('Phase 4', False)}): [0, 0, 0]};1;2099
{frozenset({('Goal Phase', False), ('Phase 4', False), ('Phase 3', False), ('Phase 2', False)}): [-91.5, 0, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 4', False), ('Phase 3', False)}): [-203.0, 0, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', True), ('Phase 4', False)}): [0, 0, 0]};1;2199
{frozenset({('Goal Phase', False), ('Phase 4', False), ('Phase 3', False), ('Phase 2', False)}): [-91.5, 0, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 4', False), ('Phase 3', False)}): [-203.0, 0, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', True), ('Phase 4', False)}): [0, 0, 0]};1;2299
{frozenset({('Goal Phase', False), ('Phase 4', False), ('Phase 3', False), ('Phase 2', False)}): [-91.5, 0, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 4', False), ('Phase 3', False)}): [-203.0, 0, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', True), ('Phase 4', False)}): [0, 0, 0]};1;2399
{frozenset({('Goal Phase', False), ('Phase 4', False), ('Phase 3', False), ('Phase 2', False)}): [-91.5, 0, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 4', False), ('Phase 3', False)}): [-203.0, 0, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', True), ('Phase 4', False)}): [0, 0, 0]};1;2499
{frozenset({('Goal Phase', False), ('Phase 4', False), ('Phase 3', False), ('Phase 2', False)}): [-91.5, 0, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 4', False), ('Phase 3', False)}): [-203.0, 0, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', True), ('Phase 4', False)}): [0, 0, 0]};1;2599
{frozenset({('Goal Phase', False), ('Phase 4', False), ('Phase 3', False), ('Phase 2', False)}): [-91.5, 0, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 4', False), ('Phase 3', False)}): [-203.0, 0, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', True), ('Phase 4', False)}): [0, 0, 0]};1;2699
