human_selector;human;machine;victim;gravitygod;rewardgod;robot_selector;world_nr;tick_nr
1;1;1;0;0;1;0;2;123
1;1;1;0;0;1;0;2;124
1;1;1;0;0;1;0;2;125
1;1;1;0;0;1;0;2;126
1;1;1;0;0;1;0;2;127
1;1;1;0;0;1;0;2;128
1;1;1;0;0;1;0;2;129
1;1;1;0;0;1;0;2;130
1;1;1;0;0;1;0;2;131
1;1;1;0;0;1;0;2;132
0;1;1;0;0;1;0;2;133
1;1;1;0;0;1;0;2;134
1;1;1;0;0;1;0;2;135
1;1;1;0;0;1;0;2;136
1;1;1;0;0;1;1;2;137
1;1;1;0;0;1;0;2;138
1;1;1;0;0;1;0;2;139
1;1;1;0;0;1;0;2;140
1;1;1;0;0;1;0;2;141
1;1;1;0;0;1;0;2;142
1;1;1;0;0;1;0;2;143
1;1;1;0;0;1;0;2;144
1;1;1;0;0;1;0;2;145
1;1;1;0;0;1;0;2;146
1;1;1;0;0;1;0;2;147
1;1;1;0;0;1;0;2;148
1;1;1;0;0;1;0;2;149
1;1;1;0;0;1;0;2;150
1;1;1;0;0;1;0;2;151
1;1;1;0;0;1;0;2;152
1;1;1;0;0;1;0;2;153
1;1;1;0;0;1;0;2;154
1;1;1;0;0;1;0;2;155
1;1;1;0;0;1;0;2;156
1;1;1;0;0;1;0;2;157
1;1;1;0;0;1;0;2;158
1;1;1;0;0;1;0;2;159
1;1;1;0;0;1;1;2;160
1;1;1;0;0;1;0;2;161
1;1;1;0;0;1;0;2;162
1;1;1;0;0;1;0;2;163
1;1;1;0;0;1;0;2;164
1;1;1;0;0;1;0;2;165
1;1;1;0;0;1;0;2;166
1;1;1;0;0;1;0;2;167
1;1;1;0;0;1;0;2;168
1;1;1;0;0;1;0;2;169
1;1;1;0;0;1;0;2;170
1;1;1;0;0;1;0;2;171
1;1;1;0;0;1;0;2;172
1;1;1;0;0;1;0;2;173
1;1;1;0;0;1;0;2;174
0;1;1;0;0;1;0;2;175
1;1;1;0;0;1;0;2;176
1;1;1;0;0;1;0;2;177
1;1;1;0;0;1;0;2;178
1;1;1;0;0;1;0;2;179
1;1;1;0;0;1;0;2;180
1;1;1;0;0;1;0;2;181
1;1;1;0;0;1;0;2;182
1;1;1;0;0;1;1;2;183
1;1;1;0;0;1;0;2;184
1;1;1;0;0;1;0;2;185
1;1;1;0;0;1;0;2;186
1;1;1;0;0;1;0;2;187
1;1;1;0;0;1;0;2;188
1;1;1;0;0;1;0;2;189
1;1;1;0;0;1;0;2;190
1;1;1;0;0;1;0;2;191
1;1;1;0;0;1;0;2;192
1;1;1;0;0;1;0;2;193
1;1;1;0;0;1;0;2;194
1;1;1;0;0;1;0;2;195
1;1;1;0;0;1;0;2;196
1;1;1;0;0;1;0;2;197
1;1;1;0;0;1;0;2;198
1;1;1;0;0;1;0;2;199
1;1;1;0;0;1;0;2;200
1;1;1;0;0;1;0;2;201
1;1;1;0;0;1;0;2;202
1;1;1;0;0;1;0;2;203
1;1;1;0;0;1;0;2;204
1;1;1;0;0;1;0;2;205
1;1;1;0;0;1;1;2;206
1;1;1;0;0;1;0;2;207
1;1;1;0;0;1;0;2;208
1;1;1;0;0;1;0;2;209
1;1;1;0;0;1;0;2;210
1;1;1;0;0;1;0;2;211
1;1;1;0;0;1;0;2;212
1;1;1;0;0;1;0;2;213
1;1;1;0;0;1;0;2;214
1;1;1;0;0;1;0;2;215
1;1;1;0;0;1;0;2;216
1;1;1;0;0;1;0;2;217
1;1;1;0;0;1;0;2;218
1;1;1;0;0;1;0;2;219
1;1;1;0;0;1;0;2;220
1;1;1;0;0;1;0;2;221
1;1;1;0;0;1;0;2;222
1;1;1;0;0;1;0;2;223
1;1;1;0;0;1;0;2;224
1;1;1;0;0;1;0;2;225
1;1;1;0;0;1;0;2;226
1;1;1;0;0;1;0;2;227
1;1;1;0;0;1;0;2;228
1;1;1;0;0;1;0;2;229
1;1;1;0;0;1;0;2;230
1;1;1;0;0;1;0;2;231
1;1;1;0;0;1;0;2;232
1;1;1;0;0;1;0;2;233
1;1;1;0;0;1;0;2;234
1;1;1;0;0;1;0;2;235
1;1;1;0;0;1;0;2;236
1;1;1;0;0;1;0;2;237
1;1;1;0;0;1;0;2;238
1;1;1;0;0;1;0;2;239
1;1;1;0;0;1;0;2;240
1;1;1;0;0;1;0;2;241
1;1;1;0;0;1;0;2;242
1;1;1;0;0;1;0;2;243
1;1;1;0;0;1;0;2;244
1;1;1;0;0;1;0;2;245
1;1;1;0;0;1;0;2;246
1;1;1;0;0;1;0;2;247
1;1;1;0;0;1;0;2;248
1;1;1;0;0;1;0;2;249
1;1;1;0;0;1;0;2;250
