robot selector_117_q-table;world_nr;tick_nr
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, 0, 0], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, 0, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};2;3199
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, 0, 0], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, 0, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};2;3299
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, 0, 0], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, 0, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};2;3399
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, 0, 0], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, 0, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};2;3499
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, 0, 0], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, 0, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};2;3599
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, 0, 0], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, 0, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};2;3699
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, 0, 0], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, 0, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};2;3799
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, 0, 0], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, 0, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};2;3899
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, 0, 0], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, 0, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};2;3999
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, 0, 0], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, 0, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};2;4099
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, 0, 0], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, 0, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};2;4199
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, 0, 0], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, 0, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};2;4299
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, -388.5, 0], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, 0, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};2;4399
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, -388.5, 0], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, 0, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};2;4499
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, -388.5, 0], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, 0, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};2;4599
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, -388.5, 0], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, 0, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};2;4699
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, -388.5, 0], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, 0, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};2;4799
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, -388.5, 0], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, 0, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};2;4899
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, -388.5, 0], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, -130.5, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};2;4999
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, -388.5, 0], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, -130.5, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};2;5099
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, -388.5, 0], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, -130.5, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};2;5199
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, -388.5, 0], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, -130.5, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};2;5299
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, -388.5, 0], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, -130.5, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};2;5399
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, -388.5, 0], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, -130.5, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};2;5499
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, -388.5, 0], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, -130.5, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};2;5599
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, -388.5, 0], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, -130.5, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};2;5699
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, -388.5, 0], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, -130.5, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};2;5799
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, -388.5, 0], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, -130.5, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};2;5899
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, -388.5, 0], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, -130.5, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};2;5999
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, -388.5, 0], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, -130.5, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};2;6099
